Height,Weight,Age,Gender,Activity_Level,Body_Fat,Goal,BMI,Plan
158,114,40,0,1.725,36.59,Aesthetics,45.67,Cut
198,106,46,0,1.2,13.95,Strength,27.04,Lean
178,91,24,0,1.55,11.98,Health,28.72,Lean
162,78,35,1,1.375,24.11,Strength,29.72,Cut
196,61,25,1,1.55,16.69,Strength,15.88,Lean
166,98,52,1,1.2,27.4,Health,35.56,Cut
194,84,42,0,1.375,24.44,Strength,22.32,Cut
181,63,28,0,1.725,12.64,Health,19.23,Bulk
197,111,56,1,1.725,31.66,Health,28.6,Cut
171,97,17,0,1.2,33.72,Strength,33.17,Cut
153,108,36,0,1.55,38.82,Aesthetics,46.14,Cut
154,91,48,1,1.2,20.66,Health,38.37,Recomp
186,50,39,1,1.55,18.81,Aesthetics,14.45,Lean
190,60,59,0,1.2,14.15,Health,16.62,Bulk
198,116,57,1,1.725,13.79,Aesthetics,29.59,Lean
162,62,49,0,1.55,18.27,Strength,23.62,Lean
183,96,24,0,1.2,39.42,Health,28.67,Cut
194,92,17,0,1.375,10.95,Strength,24.44,Lean
171,87,45,1,1.725,16.3,Strength,29.75,Lean
172,83,37,0,1.725,10.75,Strength,28.06,Lean
152,93,26,0,1.375,16.76,Health,40.25,Lean
191,56,58,1,1.2,10.96,Strength,15.35,Bulk
183,54,32,1,1.55,24.27,Strength,16.12,Cut
181,115,51,0,1.725,22.03,Health,35.1,Cut
194,99,28,1,1.2,13.57,Strength,26.3,Lean
198,45,22,1,1.375,13.59,Health,11.48,Bulk
170,93,31,0,1.55,28.04,Strength,32.18,Cut
195,80,48,1,1.2,20.39,Aesthetics,21.04,Lean
193,65,16,0,1.2,9.8,Strength,17.45,Bulk
170,81,26,1,1.725,37.45,Aesthetics,28.03,Cut
193,68,21,1,1.725,20.96,Health,18.26,Recomp
160,99,35,0,1.55,26.91,Aesthetics,38.67,Cut
188,69,50,0,1.2,36.33,Health,19.52,Cut
153,51,59,1,1.375,20.87,Strength,21.79,Lean
150,115,52,1,1.375,34.26,Aesthetics,51.11,Cut
177,115,56,1,1.55,37.27,Strength,36.71,Cut
173,68,41,0,1.2,13.57,Aesthetics,22.72,Bulk
184,55,27,1,1.725,36.56,Health,16.25,Cut
162,117,45,0,1.2,11.83,Health,44.58,Lean
196,56,43,1,1.725,16.8,Health,14.58,Lean
183,79,42,1,1.375,33.86,Health,23.59,Cut
160,107,57,1,1.55,36.82,Strength,41.8,Cut
185,112,34,1,1.55,29.89,Strength,32.72,Cut
166,101,20,1,1.55,11.35,Strength,36.65,Lean
184,57,20,0,1.725,24.74,Strength,16.84,Cut
167,67,56,0,1.375,26.32,Strength,24.02,Cut
189,83,42,0,1.375,17.02,Health,23.24,Lean
171,56,43,1,1.55,39.72,Strength,19.15,Cut
173,78,41,0,1.55,18.74,Strength,26.06,Lean
168,115,42,0,1.725,14.73,Strength,40.75,Lean
186,119,57,1,1.725,11.52,Health,34.4,Lean
188,75,36,1,1.2,20.11,Health,21.22,Recomp
170,106,16,0,1.725,30.16,Health,36.68,Cut
157,57,43,0,1.2,15.41,Health,23.12,Lean
177,75,30,0,1.55,32.63,Strength,23.94,Cut
154,46,32,0,1.375,12.33,Strength,19.4,Bulk
166,59,41,0,1.725,22.09,Aesthetics,21.41,Cut
186,101,35,0,1.375,30.48,Strength,29.19,Cut
185,119,40,0,1.725,12.33,Health,34.77,Lean
168,78,28,1,1.725,27.13,Health,27.64,Cut
176,112,48,0,1.2,33.57,Strength,36.16,Cut
183,119,40,1,1.725,27.06,Aesthetics,35.53,Cut
160,73,23,1,1.55,24.37,Health,28.52,Cut
194,110,20,1,1.375,34.83,Aesthetics,29.23,Cut
196,60,21,0,1.725,39.53,Health,15.62,Cut
161,83,38,0,1.375,13.8,Health,32.02,Lean
170,81,45,1,1.375,30.12,Strength,28.03,Cut
160,65,29,0,1.375,10.58,Health,25.39,Lean
188,88,38,0,1.725,9.37,Aesthetics,24.9,Lean
177,63,26,1,1.2,16.99,Aesthetics,20.11,Lean
154,115,46,0,1.375,39.07,Strength,48.49,Cut
166,52,21,1,1.375,25.67,Health,18.87,Cut
169,110,26,1,1.725,16.58,Aesthetics,38.51,Lean
190,85,28,1,1.725,12.24,Strength,23.55,Lean
195,119,27,1,1.55,37.45,Aesthetics,31.3,Cut
161,114,17,0,1.55,19.6,Strength,43.98,Lean
155,105,50,1,1.2,17.81,Aesthetics,43.7,Lean
166,70,51,0,1.2,35.45,Health,25.4,Cut
168,115,32,0,1.2,27.34,Aesthetics,40.75,Cut
175,114,43,0,1.2,13.4,Aesthetics,37.22,Lean
197,73,43,0,1.375,21.49,Strength,18.81,Lean
193,110,37,1,1.725,37.7,Strength,29.53,Cut
193,63,53,1,1.55,36.84,Strength,16.91,Cut
181,112,22,1,1.375,10.24,Aesthetics,34.19,Lean
155,102,30,1,1.725,16.6,Strength,42.46,Lean
185,114,47,1,1.725,12.95,Health,33.31,Lean
187,101,26,0,1.375,25.08,Strength,28.88,Cut
160,81,39,1,1.375,32,Strength,31.64,Cut
182,105,18,0,1.55,17.46,Health,31.7,Lean
173,74,45,0,1.2,32.26,Strength,24.73,Cut
172,115,21,1,1.2,29.4,Strength,38.87,Cut
164,117,17,0,1.55,31.3,Aesthetics,43.5,Cut
176,69,29,0,1.55,38.34,Aesthetics,22.28,Cut
160,109,56,1,1.2,21.59,Strength,42.58,Lean
199,50,33,1,1.375,18.96,Health,12.63,Recomp
166,62,59,1,1.2,29.88,Strength,22.5,Cut
163,54,46,0,1.725,33.84,Strength,20.32,Cut
176,55,28,1,1.725,14.13,Strength,17.76,Bulk
167,109,41,1,1.55,35.1,Aesthetics,39.08,Cut
177,109,59,0,1.2,9.85,Health,34.79,Lean
196,96,27,1,1.2,8.2,Health,24.99,Lean
196,111,33,0,1.725,13.07,Health,28.89,Lean
153,75,24,0,1.2,39.32,Aesthetics,32.04,Cut
156,61,36,1,1.55,24.75,Aesthetics,25.07,Cut
194,99,55,0,1.55,9.49,Strength,26.3,Lean
184,80,58,0,1.725,39.91,Aesthetics,23.63,Cut
197,70,39,1,1.2,31.84,Strength,18.04,Cut
158,97,49,1,1.2,34.82,Aesthetics,38.86,Cut
157,61,23,1,1.725,14.81,Strength,24.75,Lean
194,69,59,0,1.375,11.37,Aesthetics,18.33,Bulk
166,46,48,0,1.375,24.48,Health,16.69,Cut
166,49,38,1,1.2,32.71,Strength,17.78,Cut
198,48,28,1,1.55,28.41,Aesthetics,12.24,Cut
182,80,29,1,1.375,28.19,Aesthetics,24.15,Cut
181,50,29,0,1.2,32.23,Strength,15.26,Cut
157,65,31,1,1.375,15.26,Aesthetics,26.37,Lean
168,70,53,0,1.725,29.17,Health,24.8,Cut
187,99,54,1,1.375,20.55,Strength,28.31,Lean
152,83,41,0,1.375,10.23,Strength,35.92,Lean
154,77,41,0,1.725,14.47,Strength,32.47,Lean
162,58,16,1,1.55,33.41,Strength,22.1,Cut
196,100,47,0,1.2,36.67,Strength,26.03,Cut
195,65,30,0,1.55,17.05,Health,17.09,Lean
180,90,36,1,1.55,14.09,Strength,27.78,Lean
165,60,33,1,1.375,8.86,Health,22.04,Bulk
199,60,45,0,1.2,38.33,Health,15.15,Cut
181,73,28,0,1.375,29.88,Health,22.28,Cut
171,52,39,0,1.725,38.62,Strength,17.78,Cut
178,47,45,1,1.55,35.64,Health,14.83,Cut
171,63,17,0,1.55,18.89,Strength,21.55,Lean
192,110,34,0,1.725,11.61,Health,29.84,Lean
152,118,59,1,1.2,23.97,Strength,51.07,Cut
159,66,40,1,1.55,8.86,Aesthetics,26.11,Lean
191,90,29,1,1.55,12.8,Aesthetics,24.67,Lean
170,57,21,1,1.2,15.47,Health,19.72,Lean
165,77,27,1,1.375,29.3,Aesthetics,28.28,Cut
161,49,35,0,1.725,24.32,Health,18.9,Cut
151,71,38,0,1.2,17.68,Health,31.14,Lean
190,68,45,0,1.725,26.07,Health,18.84,Cut
173,111,45,1,1.725,12.01,Aesthetics,37.09,Lean
184,107,53,1,1.55,32.18,Health,31.6,Cut
179,92,45,1,1.2,30.79,Aesthetics,28.71,Cut
179,107,56,0,1.725,14.93,Aesthetics,33.39,Lean
196,56,45,1,1.375,27.4,Strength,14.58,Cut
184,72,51,1,1.725,24.11,Aesthetics,21.27,Cut
168,88,49,1,1.55,9.95,Strength,31.18,Lean
199,87,31,0,1.375,16.9,Health,21.97,Lean
157,61,39,1,1.375,39.98,Health,24.75,Cut
175,84,29,1,1.2,11.19,Strength,27.43,Lean
198,93,41,0,1.375,24.21,Health,23.72,Cut
189,101,23,1,1.2,35.18,Strength,28.27,Cut
156,108,29,1,1.2,17.62,Strength,44.38,Lean
179,119,46,1,1.375,16.34,Health,37.14,Lean
156,101,17,0,1.2,36.51,Strength,41.5,Cut
152,118,19,1,1.2,17.75,Strength,51.07,Lean
150,118,16,1,1.375,28.85,Strength,52.44,Cut
185,114,35,0,1.55,31.69,Health,33.31,Cut
174,87,29,0,1.725,33.24,Health,28.74,Cut
186,67,55,1,1.2,39.83,Health,19.37,Cut
150,71,40,0,1.2,33.7,Health,31.56,Cut
164,102,40,1,1.375,29.02,Health,37.92,Cut
186,81,18,0,1.725,36.65,Aesthetics,23.41,Cut
162,50,20,1,1.725,36.98,Aesthetics,19.05,Cut
189,109,53,1,1.2,39.14,Strength,30.51,Cut
157,50,41,1,1.375,32.85,Aesthetics,20.28,Cut
154,94,55,0,1.55,14.24,Health,39.64,Lean
158,66,53,0,1.725,30.71,Health,26.44,Cut
150,69,53,1,1.55,10.4,Health,30.67,Lean
185,116,19,1,1.375,18.17,Strength,33.89,Lean
184,95,22,1,1.55,11.71,Strength,28.06,Lean
151,92,45,1,1.375,38.4,Strength,40.35,Cut
189,114,45,0,1.2,18.84,Strength,31.91,Lean
172,109,34,0,1.55,30.82,Strength,36.84,Cut
158,104,54,1,1.2,26.28,Strength,41.66,Cut
183,90,50,0,1.2,11.44,Aesthetics,26.87,Lean
195,80,55,0,1.375,25.96,Health,21.04,Cut
163,102,48,0,1.55,29.15,Aesthetics,38.39,Cut
153,82,48,1,1.725,36.21,Strength,35.03,Cut
179,55,29,1,1.55,10.24,Health,17.17,Bulk
180,56,53,0,1.725,17.46,Health,17.28,Lean
187,86,25,0,1.2,30.15,Health,24.59,Cut
160,83,43,1,1.2,9.1,Aesthetics,32.42,Lean
184,115,29,1,1.375,14.51,Health,33.97,Lean
157,55,51,1,1.725,15,Strength,22.31,Bulk
152,80,53,0,1.55,29.42,Strength,34.63,Cut
163,96,31,0,1.375,17.15,Aesthetics,36.13,Lean
162,75,36,0,1.375,27.19,Aesthetics,28.58,Cut
194,77,43,1,1.375,38.89,Strength,20.46,Cut
181,57,48,1,1.55,33.38,Aesthetics,17.4,Cut
183,62,21,1,1.375,18.65,Health,18.51,Recomp
194,85,56,1,1.55,23.12,Aesthetics,22.58,Cut
168,102,30,1,1.375,14.42,Health,36.14,Lean
187,100,59,0,1.725,8.5,Health,28.6,Lean
165,68,18,0,1.2,17.27,Health,24.98,Lean
151,117,58,0,1.725,19.82,Health,51.31,Recomp
189,75,50,1,1.725,26.06,Health,21,Cut
166,99,29,0,1.375,38.21,Strength,35.93,Cut
183,54,17,1,1.725,38.33,Strength,16.12,Cut
191,104,44,0,1.725,10.24,Strength,28.51,Lean
165,46,19,0,1.725,27.67,Health,16.9,Cut
187,59,41,1,1.375,9.36,Aesthetics,16.87,Bulk
151,47,27,0,1.55,28.74,Aesthetics,20.61,Cut
151,87,17,0,1.2,11.77,Health,38.16,Lean
175,75,32,0,1.2,38.28,Aesthetics,24.49,Cut
162,114,50,0,1.55,35.66,Health,43.44,Cut
196,111,25,0,1.55,8.71,Aesthetics,28.89,Lean
180,100,37,0,1.725,33.03,Health,30.86,Cut
183,107,56,0,1.2,28.35,Aesthetics,31.95,Cut
188,119,58,1,1.55,23.85,Aesthetics,33.67,Cut
152,59,36,0,1.725,27.28,Strength,25.54,Cut
157,54,30,1,1.2,29.7,Aesthetics,21.91,Cut
172,82,50,0,1.375,36.3,Aesthetics,27.72,Cut
163,91,36,1,1.375,32.56,Health,34.25,Cut
176,101,36,1,1.2,26.41,Aesthetics,32.61,Cut
178,94,36,0,1.2,34.39,Aesthetics,29.67,Cut
188,115,59,1,1.375,39.58,Aesthetics,32.54,Cut
188,59,47,1,1.375,17.61,Aesthetics,16.69,Lean
150,62,20,0,1.2,11.79,Aesthetics,27.56,Lean
166,46,54,1,1.725,31.41,Strength,16.69,Cut
190,87,24,0,1.55,39.32,Aesthetics,24.1,Cut
179,70,33,1,1.55,11.73,Health,21.85,Bulk
162,115,36,1,1.2,21.81,Health,43.82,Recomp
170,82,23,1,1.55,9.99,Aesthetics,28.37,Lean
168,86,59,1,1.375,32.85,Aesthetics,30.47,Cut
168,49,49,0,1.375,38.36,Aesthetics,17.36,Cut
174,55,25,0,1.55,23.97,Strength,18.17,Cut
171,109,56,0,1.2,21.1,Health,37.28,Recomp
180,78,39,0,1.375,37.05,Strength,24.07,Cut
166,45,55,0,1.725,12.27,Strength,16.33,Bulk
172,46,39,1,1.725,36.53,Aesthetics,15.55,Cut
181,64,47,0,1.375,20.55,Aesthetics,19.54,Lean
159,105,48,1,1.375,25.9,Health,41.53,Cut
159,65,53,0,1.55,24.91,Aesthetics,25.71,Cut
185,112,59,0,1.2,27.71,Health,32.72,Cut
157,56,49,0,1.55,38.15,Strength,22.72,Cut
169,66,26,0,1.2,38.44,Health,23.11,Cut
181,64,46,1,1.725,34.6,Health,19.54,Cut
199,45,33,0,1.725,14.13,Health,11.36,Bulk
163,74,38,1,1.2,18.67,Strength,27.85,Lean
199,68,37,1,1.55,23.61,Strength,17.17,Cut
177,58,58,0,1.375,36.97,Aesthetics,18.51,Cut
195,80,33,1,1.2,24.67,Aesthetics,21.04,Cut
173,113,55,1,1.55,39.28,Health,37.76,Cut
164,119,56,0,1.725,39.48,Health,44.24,Cut
171,68,54,1,1.375,27.15,Strength,23.26,Cut
179,104,35,0,1.725,36.08,Strength,32.46,Cut
153,99,28,0,1.2,39.98,Strength,42.29,Cut
162,68,16,1,1.725,35.19,Health,25.91,Cut
172,68,19,1,1.725,29.02,Health,22.99,Cut
157,98,39,1,1.2,35.04,Strength,39.76,Cut
167,70,51,1,1.375,10.64,Health,25.1,Lean
161,110,51,1,1.2,28.31,Strength,42.44,Cut
180,82,17,1,1.55,14.93,Aesthetics,25.31,Lean
163,109,43,1,1.2,11.71,Strength,41.03,Lean
183,119,41,0,1.2,36.57,Health,35.53,Cut
167,95,38,0,1.375,28.47,Health,34.06,Cut
183,79,30,0,1.55,15.79,Health,23.59,Lean
160,87,51,1,1.725,20.38,Health,33.98,Recomp
190,73,42,1,1.725,39.14,Strength,20.22,Cut
161,81,21,1,1.725,35.59,Strength,31.25,Cut
198,102,50,0,1.725,8.5,Aesthetics,26.02,Lean
164,98,54,0,1.375,39.35,Strength,36.44,Cut
180,83,53,0,1.55,19.79,Aesthetics,25.62,Lean
198,86,50,1,1.375,30.25,Strength,21.94,Cut
178,72,51,0,1.2,30.81,Strength,22.72,Cut
175,73,25,0,1.55,37.17,Health,23.84,Cut
167,87,45,1,1.55,36.32,Aesthetics,31.2,Cut
181,47,56,0,1.725,17.02,Health,14.35,Lean
171,54,53,0,1.725,28.59,Health,18.47,Cut
187,103,44,0,1.725,20.6,Strength,29.45,Lean
166,58,58,1,1.725,24.82,Strength,21.05,Cut
172,91,54,0,1.2,25.75,Aesthetics,30.76,Cut
173,86,19,1,1.725,20.68,Aesthetics,28.73,Lean
199,76,20,1,1.375,22.84,Strength,19.19,Cut
157,76,19,0,1.55,14.67,Aesthetics,30.83,Lean
190,86,51,0,1.2,27.44,Strength,23.82,Cut
155,76,31,1,1.2,32.29,Strength,31.63,Cut
154,70,40,1,1.55,21.75,Strength,29.52,Lean
193,45,29,1,1.55,39.29,Aesthetics,12.08,Cut
178,100,26,1,1.55,9.83,Health,31.56,Lean
177,46,44,1,1.2,26.85,Aesthetics,14.68,Cut
160,74,49,0,1.375,26.68,Health,28.91,Cut
150,115,37,1,1.375,9.16,Aesthetics,51.11,Lean
192,96,29,0,1.55,15.19,Health,26.04,Lean
168,53,39,1,1.2,36.98,Health,18.78,Cut
158,66,54,0,1.725,25.42,Aesthetics,26.44,Cut
176,78,41,1,1.2,21.96,Aesthetics,25.18,Lean
183,93,58,0,1.55,21.3,Health,27.77,Recomp
193,45,51,0,1.2,36.42,Strength,12.08,Cut
153,117,54,1,1.2,19.74,Health,49.98,Recomp
185,97,31,1,1.2,35.49,Health,28.34,Cut
167,84,53,0,1.725,17.89,Strength,30.12,Lean
164,89,47,0,1.55,25.01,Health,33.09,Cut
162,112,21,0,1.55,12.6,Strength,42.68,Lean
168,53,49,1,1.55,34.4,Strength,18.78,Cut
198,66,23,1,1.375,31.55,Aesthetics,16.84,Cut
155,62,45,1,1.375,24.96,Health,25.81,Cut
197,87,42,1,1.55,8.83,Health,22.42,Bulk
161,83,22,0,1.2,23.4,Strength,32.02,Cut
186,117,42,1,1.2,15.21,Health,33.82,Lean
166,50,40,1,1.55,21.23,Strength,18.14,Lean
172,92,56,1,1.725,35.41,Health,31.1,Cut
175,51,30,1,1.725,32.63,Health,16.65,Cut
178,113,40,1,1.2,15.74,Strength,35.66,Lean
182,60,37,0,1.2,39.52,Strength,18.11,Cut
176,45,33,1,1.375,36.9,Health,14.53,Cut
174,81,27,0,1.725,24.92,Health,26.75,Cut
159,81,38,1,1.2,24.96,Strength,32.04,Cut
196,108,54,1,1.2,36.84,Aesthetics,28.11,Cut
172,106,40,1,1.55,28.36,Aesthetics,35.83,Cut
170,116,25,1,1.375,25.17,Health,40.14,Cut
170,105,45,0,1.725,31.97,Health,36.33,Cut
192,77,25,0,1.725,15.52,Health,20.89,Lean
162,110,49,1,1.375,36.11,Strength,41.91,Cut
186,74,28,0,1.2,25.01,Health,21.39,Cut
182,64,44,0,1.725,27.31,Health,19.32,Cut
173,104,53,1,1.725,10.88,Health,34.75,Lean
193,118,56,0,1.725,17.9,Aesthetics,31.68,Lean
160,68,24,0,1.55,21.66,Health,26.56,Recomp
166,48,28,1,1.375,21.25,Health,17.42,Recomp
153,81,52,1,1.725,32.91,Strength,34.6,Cut
196,48,29,0,1.375,17.03,Aesthetics,12.49,Lean
174,62,52,1,1.2,13.83,Strength,20.48,Bulk
179,110,24,1,1.375,26.64,Health,34.33,Cut
158,92,23,1,1.55,27.68,Health,36.85,Cut
170,77,54,0,1.55,11.89,Health,26.64,Lean
169,102,55,1,1.375,8.08,Health,35.71,Lean
168,117,18,1,1.55,37.36,Health,41.45,Cut
168,72,55,0,1.725,10.55,Strength,25.51,Lean
161,79,48,0,1.55,36.73,Health,30.48,Cut
186,54,47,0,1.2,20.77,Health,15.61,Recomp
191,109,22,0,1.375,28.9,Aesthetics,29.88,Cut
166,86,34,0,1.375,13.94,Aesthetics,31.21,Lean
186,53,49,1,1.2,34.37,Health,15.32,Cut
197,104,29,0,1.2,13.77,Health,26.8,Lean
188,59,34,1,1.2,20.37,Health,16.69,Recomp
177,101,41,0,1.2,15.62,Health,32.24,Lean
190,113,32,1,1.725,34.8,Health,31.3,Cut
184,66,43,1,1.55,35.47,Health,19.49,Cut
196,108,34,0,1.55,19.9,Strength,28.11,Lean
197,85,42,0,1.725,17.84,Strength,21.9,Lean
167,115,34,0,1.2,32.75,Strength,41.23,Cut
163,100,48,0,1.375,36.11,Aesthetics,37.64,Cut
184,67,22,0,1.375,27.97,Health,19.79,Cut
193,69,44,0,1.375,37.68,Aesthetics,18.52,Cut
190,50,58,1,1.2,20.26,Aesthetics,13.85,Lean
156,78,20,1,1.725,12.86,Aesthetics,32.05,Lean
190,107,45,1,1.725,13.75,Strength,29.64,Lean
162,53,58,1,1.725,29.43,Health,20.2,Cut
167,104,23,1,1.55,21.04,Health,37.29,Recomp
186,93,57,0,1.55,13,Aesthetics,26.88,Lean
162,95,27,0,1.55,17.35,Strength,36.2,Lean
185,104,57,1,1.55,24.98,Aesthetics,30.39,Cut
180,114,28,1,1.375,11.89,Aesthetics,35.19,Lean
151,81,41,0,1.375,8.11,Health,35.52,Lean
165,75,33,0,1.725,37.35,Strength,27.55,Cut
158,85,57,0,1.55,17.76,Health,34.05,Lean
158,106,35,0,1.725,15.09,Aesthetics,42.46,Lean
187,102,31,1,1.2,30.35,Health,29.17,Cut
160,58,52,1,1.55,35.31,Aesthetics,22.66,Cut
171,80,18,0,1.55,28.23,Strength,27.36,Cut
182,80,42,0,1.725,16.14,Health,24.15,Lean
185,52,30,1,1.725,35.57,Health,15.19,Cut
194,70,49,1,1.2,24.33,Health,18.6,Cut
172,80,37,1,1.725,20.2,Health,27.04,Recomp
194,92,55,0,1.55,27.35,Health,24.44,Cut
194,72,38,1,1.375,30.42,Strength,19.13,Cut
183,112,19,0,1.2,27,Strength,33.44,Cut
158,106,56,0,1.2,37.45,Health,42.46,Cut
173,95,38,0,1.55,28.1,Aesthetics,31.74,Cut
157,86,24,1,1.375,36.11,Aesthetics,34.89,Cut
156,73,39,1,1.725,26.78,Health,30,Cut
185,54,36,0,1.725,18.55,Health,15.78,Recomp
167,83,56,1,1.375,25.03,Strength,29.76,Cut
152,45,31,0,1.375,10.76,Strength,19.48,Bulk
177,83,40,1,1.55,15.37,Health,26.49,Lean
155,65,41,0,1.725,32.52,Health,27.06,Cut
193,109,24,0,1.55,29.17,Aesthetics,29.26,Cut
193,59,30,1,1.725,13.33,Strength,15.84,Bulk
170,48,54,1,1.725,22.02,Health,16.61,Cut
177,104,48,0,1.375,12.54,Strength,33.2,Lean
189,105,16,1,1.55,35.39,Health,29.39,Cut
150,64,20,0,1.375,11.49,Health,28.44,Lean
185,54,24,0,1.55,28.94,Health,15.78,Cut
170,78,59,0,1.725,27.42,Health,26.99,Cut
192,92,21,0,1.2,23.13,Aesthetics,24.96,Cut
184,77,43,0,1.2,16.9,Health,22.74,Lean
162,105,41,0,1.55,20.93,Aesthetics,40.01,Lean
198,54,43,0,1.55,33.8,Aesthetics,13.77,Cut
159,98,55,0,1.375,32.37,Health,38.76,Cut
193,109,30,1,1.725,31.64,Strength,29.26,Cut
196,45,21,1,1.2,31.99,Strength,11.71,Cut
159,49,42,0,1.375,12.6,Health,19.38,Bulk
195,59,53,0,1.55,11.17,Health,15.52,Bulk
162,72,19,0,1.725,35.57,Health,27.43,Cut
186,67,26,1,1.375,34.79,Strength,19.37,Cut
187,61,36,0,1.375,29.8,Strength,17.44,Cut
173,57,45,0,1.55,27.39,Health,19.05,Cut
151,58,33,0,1.725,19.74,Strength,25.44,Lean
171,55,50,1,1.2,15.17,Aesthetics,18.81,Lean
166,72,18,1,1.375,29.37,Strength,26.13,Cut
185,86,27,1,1.55,37.22,Strength,25.13,Cut
163,105,42,0,1.375,21.98,Health,39.52,Recomp
159,108,45,0,1.55,17.7,Aesthetics,42.72,Lean
184,75,36,1,1.55,16.66,Health,22.15,Lean
174,117,53,0,1.55,8.76,Strength,38.64,Lean
152,54,36,1,1.725,24.65,Aesthetics,23.37,Cut
196,52,53,1,1.2,39.62,Health,13.54,Cut
187,65,55,0,1.725,34.09,Strength,18.59,Cut
166,103,30,0,1.2,36.72,Aesthetics,37.38,Cut
161,94,33,0,1.55,27.88,Health,36.26,Cut
173,113,44,0,1.2,23.41,Aesthetics,37.76,Cut
178,114,53,1,1.725,39.69,Strength,35.98,Cut
192,74,36,1,1.375,22.31,Health,20.07,Cut
174,61,32,1,1.725,37.34,Strength,20.15,Cut
185,119,56,1,1.725,32.38,Aesthetics,34.77,Cut
175,64,33,1,1.725,18.59,Strength,20.9,Lean
187,92,52,1,1.725,24.1,Aesthetics,26.31,Cut
150,117,53,0,1.725,20.3,Health,52,Recomp
169,46,27,1,1.2,12.36,Strength,16.11,Bulk
177,81,26,0,1.2,19.42,Health,25.85,Recomp
165,45,35,0,1.375,36.45,Health,16.53,Cut
196,48,24,1,1.725,32.08,Health,12.49,Cut
166,98,16,1,1.725,16.88,Health,35.56,Lean
189,69,18,0,1.375,19.77,Strength,19.32,Lean
177,47,36,0,1.375,27.73,Strength,15,Cut
161,53,38,1,1.55,21.32,Health,20.45,Recomp
176,118,24,1,1.375,24.1,Health,38.09,Cut
191,78,34,0,1.375,30.34,Aesthetics,21.38,Cut
196,87,34,1,1.375,22.95,Health,22.65,Cut
179,118,38,1,1.55,14.11,Aesthetics,36.83,Lean
190,66,42,1,1.2,24.66,Aesthetics,18.28,Cut
183,114,42,1,1.55,19.4,Health,34.04,Recomp
186,46,54,1,1.2,17.3,Strength,13.3,Lean
155,110,51,0,1.375,18.5,Aesthetics,45.79,Lean
156,76,27,1,1.55,22.05,Strength,31.23,Cut
181,60,42,1,1.55,36.37,Health,18.31,Cut
181,45,49,0,1.2,31.49,Health,13.74,Cut
174,116,48,0,1.55,29.37,Health,38.31,Cut
182,92,43,1,1.55,23.08,Health,27.77,Cut
156,94,46,1,1.725,8.06,Aesthetics,38.63,Lean
161,57,47,0,1.2,18.9,Aesthetics,21.99,Lean
165,59,35,1,1.55,34.02,Strength,21.67,Cut
165,97,55,1,1.55,20.42,Strength,35.63,Lean
192,88,50,1,1.375,26.04,Aesthetics,23.87,Cut
185,52,46,0,1.725,14.55,Health,15.19,Bulk
162,118,46,1,1.725,37.31,Strength,44.96,Cut
156,90,53,1,1.375,37.54,Aesthetics,36.98,Cut
185,113,37,0,1.375,12.67,Strength,33.02,Lean
196,63,56,1,1.375,31.17,Aesthetics,16.4,Cut
158,82,24,1,1.375,10.41,Health,32.85,Lean
181,55,24,1,1.725,27.15,Aesthetics,16.79,Cut
160,87,30,1,1.55,13.72,Strength,33.98,Lean
157,64,28,0,1.55,12.66,Aesthetics,25.96,Lean
182,64,37,0,1.375,8.13,Strength,19.32,Bulk
172,65,31,1,1.2,38.11,Strength,21.97,Cut
174,101,47,1,1.375,34.54,Strength,33.36,Cut
157,94,17,1,1.55,10.48,Health,38.14,Lean
194,118,41,1,1.2,27.18,Health,31.35,Cut
171,70,29,0,1.375,15.45,Aesthetics,23.94,Lean
153,74,53,0,1.2,16.45,Aesthetics,31.61,Lean
189,117,49,0,1.375,35.97,Strength,32.75,Cut
152,75,23,1,1.725,11.66,Health,32.46,Lean
178,86,51,1,1.55,27.25,Aesthetics,27.14,Cut
190,112,36,1,1.375,20.84,Aesthetics,31.02,Lean
178,105,58,0,1.2,14.11,Health,33.14,Lean
183,105,43,0,1.55,22.46,Strength,31.35,Cut
183,114,59,0,1.375,38.1,Aesthetics,34.04,Cut
177,112,21,0,1.375,33.01,Strength,35.75,Cut
162,61,35,0,1.375,12.23,Health,23.24,Lean
164,63,46,1,1.375,35.18,Health,23.42,Cut
172,95,48,1,1.725,38,Aesthetics,32.11,Cut
193,114,59,1,1.55,16.86,Aesthetics,30.6,Lean
175,107,22,0,1.725,18.67,Health,34.94,Recomp
153,119,23,1,1.55,12.04,Strength,50.84,Lean
175,74,24,1,1.375,19.04,Strength,24.16,Lean
189,69,17,0,1.55,29.54,Health,19.32,Cut
158,119,32,0,1.2,16.71,Aesthetics,47.67,Lean
154,115,52,0,1.55,8.22,Health,48.49,Lean
181,70,57,1,1.2,18.83,Aesthetics,21.37,Lean
169,100,59,0,1.2,22.5,Strength,35.01,Cut
199,66,32,1,1.725,26.12,Aesthetics,16.67,Cut
160,63,53,1,1.55,29.88,Strength,24.61,Cut
164,75,50,0,1.375,9.98,Health,27.89,Lean
181,70,54,1,1.55,23.03,Aesthetics,21.37,Cut
177,86,45,0,1.725,16.52,Strength,27.45,Lean
171,85,21,0,1.2,38.34,Aesthetics,29.07,Cut
190,67,19,1,1.2,19.52,Strength,18.56,Lean
166,91,52,1,1.725,11.2,Strength,33.02,Lean
